IDKhachHang,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
6732-VAILE,Nam,0,Co,Co,70,Co,Co,DSL,Khong,Co,Co,Co,Co,Co,hai nam,Co,the tin dung,85.95,5931.75,Khong
8201-AAXCB,Nam,0,Co,Co,25,Co,Co,DSL,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Khong,Sec dien tu,60.35,1404.65,Khong
7696-CFTAT,Nam,0,Co,Co,37,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,19.8,726.1,Khong
1845-CSBRZ,Nu,1,Co,Co,22,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Khong,chuyen khoang ngan hang,85.35,1961.6,Khong
2123-VSCOT,Nu,0,Co,Co,59,Co,Co,DSL,Khong,Khong,Co,Co,Co,Khong,hai nam,Co,chuyen khoang ngan hang,72.1,4194.85,Khong
6651-AZVTJ,Nam,0,Co,Co,49,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,99.8,4872.45,Co
4566-GOLUK,Nam,0,Co,Co,47,Co,Co,Cap quang,Khong,Khong,Co,Co,Co,Co,hang thang,Co,chuyen khoang ngan hang,107.35,5118.95,Co
2484-DGXPZ,Nu,0,Co,Co,31,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec buu dien,19.55,658.95,Co
2018-QKYGT,Nam,0,Co,Co,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,81.05,81.05,Khong
2792-VPPET,Nam,0,Khong,Khong,3,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec dien tu,20.5,76.95,Khong
7409-JURKQ,Nu,0,Co,Khong,53,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hang nam,Co,chuyen khoang ngan hang,111.8,5809.75,Khong
3247-MHJKM,Nam,0,Khong,Khong,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.2,20.2,Khong
1964-SVLEA,Nam,0,Khong,Khong,20,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,Sec buu dien,19.7,415.9,Khong
4587-NUKOX,Nu,0,Khong,Khong,3,Co,Khong,Cap quang,Co,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,79.1,246.5,Co
7297-DVYGA,Nu,0,Khong,Khong,51,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,chuyen khoang ngan hang,19.85,996.95,Khong
2239-CGBUZ,Nu,0,Co,Khong,51,Co,Khong,DSL,Co,Co,Khong,Co,Khong,Khong,hang nam,Co,chuyen khoang ngan hang,60.5,3145.15,Khong
0854-UYHZD,Nu,0,Co,Co,13,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.55,265.3,Khong
7243-LCGGZ,Nu,0,Khong,Khong,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.9,20.9,Khong
8267-KFGYD,Nam,0,Khong,Co,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec buu dien,21.05,21.05,Khong
4890-VMUAV,Nam,0,Khong,Khong,63,Co,Co,DSL,Co,Co,Co,Co,Khong,Khong,hang nam,Khong,Sec dien tu,71.5,4576.3,Khong
9261-WDCAF,Nam,0,Khong,Khong,3,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,Sec buu dien,54.65,189.1,Khong
3764-MNMOI,Nam,0,Khong,Khong,46,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,the tin dung,19.2,908.15,Khong
7442-YGZFK,Nam,0,Khong,Khong,1,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,the tin dung,49.8,49.8,Khong
0420-BWTPW,Nam,0,Khong,Co,8,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,25.5,215.2,Co
8229-BUJHX,Nu,0,Co,Co,71,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,20.5,1500.95,Khong
7449-HVPIV,Nam,0,Co,Co,55,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Khong,hang thang,Co,the tin dung,90.4,5099.15,Khong
5504-WSIUR,Nu,0,Khong,Khong,70,Co,Co,Cap quang,Khong,Co,Co,Co,Khong,Khong,hang nam,Co,chuyen khoang ngan hang,90.25,6385.95,Khong
8183-ONMXC,Nu,0,Khong,Khong,2,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,Sec dien tu,80.75,159.45,Co
8466-PZBLH,Nam,0,Co,Co,67,Co,Co,Cap quang,Co,Khong,Khong,Co,Co,Co,hai nam,Khong,chuyen khoang ngan hang,104.6,6885.75,Khong
9614-RMGHA,Nam,0,Co,Khong,65,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Khong,hang thang,Co,chuyen khoang ngan hang,91.85,5940.85,Co
8735-IJJEG,Nam,0,Co,Khong,14,Co,Khong,DSL,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Khong,the tin dung,50.2,668.85,Khong
0564-MUUQK,Nu,0,Co,Co,20,Co,Co,Cap quang,Khong,Khong,Co,Co,Khong,Co,hang thang,Co,chuyen khoang ngan hang,95.5,1916.2,Khong
5054-IEXZT,Nam,0,Khong,Co,1,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,75.35,75.35,Co
5834-ASPWA,Nam,0,Khong,Khong,1,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,75.45,75.45,Co
0701-RFGFI,Nu,0,Co,Co,49,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,chuyen khoang ngan hang,95.4,4613.95,Khong
0019-EFAEP,Nu,0,Khong,Khong,72,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Khong,hai nam,Co,chuyen khoang ngan hang,101.3,7261.25,Khong
5619-PTMIK,Nu,0,Co,Khong,46,Co,Co,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,53.1,2459.8,Khong
3737-XBQDD,Nam,0,Khong,Khong,24,Co,Co,Cap quang,Khong,Co,Co,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,84.85,2048.8,Khong
5882-CMAZQ,Nu,0,Co,Co,5,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Co,Khong,Khong,hang thang,Khong,Sec dien tu,34.25,163.55,Khong
5846-QFDFI,Nu,0,Co,Co,33,Co,Co,Cap quang,Khong,Co,Co,Co,Khong,Khong,hang thang,Khong,the tin dung,88.6,2888.7,Khong
4445-KWOKW,Nu,0,Khong,Khong,42,Co,Co,DSL,Co,Co,Khong,Khong,Khong,Khong,hang nam,Co,chuyen khoang ngan hang,60.15,2421.6,Khong
3511-APPBJ,Nam,0,Khong,Khong,23,Co,Khong,Cap quang,Co,Khong,Co,Khong,Co,Co,hang nam,Co,the tin dung,99.95,2292.75,Khong
7967-HYCDE,Nam,0,Khong,Khong,8,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,70.7,553.4,Khong
2430-RRYUW,Nam,0,Khong,Khong,66,Co,Khong,DSL,Co,Co,Khong,Khong,Khong,Khong,hang nam,Co,Sec buu dien,54.8,3465.7,Khong
3948-XHGNA,Nam,0,Khong,Khong,24,Co,Khong,DSL,Co,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,49.55,1210.4,Co
3723-BFBGR,Nam,1,Khong,Khong,24,Co,Co,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,the tin dung,54.8,1291.3,Khong
0565-IYCGT,Nam,0,Khong,Khong,69,Co,Co,DSL,Co,Co,Co,Co,Khong,Co,hang nam,Co,the tin dung,78.6,5356.45,Co
5447-WZAFP,Nu,0,Khong,Khong,53,Co,Khong,Cap quang,Khong,Co,Co,Khong,Co,Co,hang nam,Co,Sec buu dien,100.3,5200.8,Khong
5110-CHOPY,Nu,0,Khong,Khong,60,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Co,Khong,Co,Co,hai nam,Khong,Sec dien tu,53.6,3237.05,Khong
5445-UTODQ,Nu,0,Co,Khong,7,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,81.1,576.65,Co
4425-OWHWB,Nu,0,Khong,Khong,20,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Co,the tin dung,19.35,433.75,Khong
7892-QVYKW,Nu,0,Co,Co,23,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,Sec dien tu,85.6,1868.4,Khong
9675-ICXCT,Nam,0,Co,Co,72,Co,Khong,DSL,Co,Khong,Co,Co,Co,Co,hai nam,Co,Sec dien tu,80.8,5728.55,Khong
1024-VRZHF,Nam,0,Co,Khong,11,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.95,825.7,Co
4703-MQYKT,Nam,0,Khong,Khong,21,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.6,390.4,Khong
9497-QCMMS,Nam,1,Khong,Khong,1,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,93.55,93.55,Co
5692-ICXLW,Nam,1,Khong,Khong,31,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,90.7,2845.15,Khong
0602-DDUML,Nu,0,Khong,Khong,57,Co,Khong,DSL,Khong,Co,Co,Co,Co,Khong,hai nam,Khong,Sec buu dien,69.75,3894.4,Khong
2208-MPXIO,Nu,0,Co,Co,45,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,chuyen khoang ngan hang,20,886.4,Khong
1960-UYCNN,Nam,0,Khong,Khong,10,Co,Co,Cap quang,Khong,Co,Co,Khong,Khong,Co,hang thang,Co,Sec dien tu,95.25,1021.55,Khong
0348-SDKOL,Nu,0,Co,Khong,58,Co,Co,Cap quang,Khong,Khong,Co,Co,Co,Co,hang thang,Co,the tin dung,102.1,5885.4,Co
3190-FZATL,Nam,0,Khong,Co,14,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,19.95,268.4,Khong
7336-RLLRH,Nam,0,Co,Khong,27,Co,Co,DSL,Co,Khong,Khong,Co,Co,Co,hang nam,Khong,Sec buu dien,80.85,2204.35,Khong
4373-MAVJG,Nu,0,Co,Co,14,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Co,hang thang,Co,chuyen khoang ngan hang,90.9,1259,Co
8901-HJXTF,Nu,0,Co,Co,12,Khong,khong co dich vu dien thoai,DSL,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,29.2,309.1,Co
7710-JSYOA,Nu,0,Co,Co,69,Co,Co,Cap quang,Khong,Co,Khong,Co,Khong,Co,hai nam,Co,chuyen khoang ngan hang,93.3,6398.05,Khong
5419-KLXBN,Nu,0,Co,Co,25,Co,Khong,Cap quang,Khong,Co,Co,Khong,Co,Khong,hang thang,Co,chuyen khoang ngan hang,89.15,2257.75,Co
3424-NMNBO,Nam,1,Co,Khong,58,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Co,hang nam,Co,Sec dien tu,108.85,6287.25,Co
9885-MFVSU,Nu,0,Co,Co,35,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Co,Co,Khong,hai nam,Co,the tin dung,46.35,1662.05,Khong
4514-GFCFI,Nu,1,Khong,Khong,16,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,84.75,1350.15,Co
0607-MVMGC,Nam,0,Co,Co,45,Co,Co,DSL,Khong,Co,Co,Khong,Co,Co,hang nam,Khong,the tin dung,78.75,3600.65,Khong
3365-SAIGS,Nu,0,Khong,Khong,17,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Co,Khong,hang thang,Co,Sec dien tu,83.55,1329.15,Khong
9828-AOQLM,Nu,0,Co,Co,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,45.7,45.7,Co
8022-BECSI,Nam,0,Khong,Khong,22,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.6,422.5,Khong
8000-REIQB,Nu,1,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,69.95,69.95,Co
9993-LHIEB,Nam,0,Co,Co,67,Co,Khong,DSL,Co,Khong,Co,Co,Khong,Co,hai nam,Khong,Sec buu dien,67.85,4627.65,Khong
0266-CLZKZ,Nu,0,Co,Co,67,Co,Co,Cap quang,Khong,Khong,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,105.65,6717.9,Khong
7615-ESMYF,Nu,0,Co,Khong,2,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Co,Co,hang thang,Khong,Sec dien tu,44.6,97.1,Co
3858-VOBET,Nam,0,Khong,Khong,23,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,74.95,1710.45,Co
7020-OZKXZ,Nu,1,Khong,Khong,9,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Khong,the tin dung,75.5,637.4,Khong
3977-QCRSL,Nu,0,Khong,Khong,5,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Khong,Sec buu dien,20.15,117.95,Khong
0017-DINOC,Nam,0,Khong,Khong,54,Khong,khong co dich vu dien thoai,DSL,Co,Khong,Khong,Co,Co,Khong,hai nam,Khong,the tin dung,45.2,2460.55,Khong
1447-PJGGA,Nu,0,Khong,Khong,57,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hai nam,Co,Sec dien tu,95.25,5464.65,Co
8565-CLBZW,Nam,0,Khong,Khong,24,Co,Co,Cap quang,Khong,Khong,Co,Khong,Co,Khong,hang thang,Co,Sec buu dien,89.85,2165.05,Co
9139-WQQDY,Nu,0,Co,Co,49,Co,Co,Cap quang,Khong,Co,Khong,Khong,Co,Co,hang nam,Khong,Sec buu dien,100.45,4941.8,Co
0224-HJAPT,Nam,0,Khong,Khong,5,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,47.15,223.15,Co
8086-OVPWV,Nam,0,Khong,Khong,2,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,80.2,181.1,Co
9430-FRQOC,Nu,0,Khong,Co,4,Co,Co,Cap quang,Khong,Khong,Co,Co,Khong,Khong,hang thang,Co,Sec buu dien,87.1,341.45,Co
7639-OPLNG,Nam,0,Co,Co,70,Co,Co,DSL,Co,Co,Co,Co,Co,Khong,hai nam,Co,chuyen khoang ngan hang,79.25,5731.85,Khong
3074-GQWYX,Nam,0,Khong,Khong,5,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,75.9,357.75,Co
1492-QGCLU,Nam,0,Co,Co,53,Co,Co,DSL,Co,Khong,Co,Co,Co,Co,hang thang,Khong,Sec dien tu,85.7,4616.1,Khong
6845-RGTYS,Nu,0,Co,Khong,47,Co,Co,Cap quang,Co,Co,Co,Khong,Co,Khong,hang thang,Co,Sec dien tu,98.75,4533.7,Co
7328-OWMOM,Nu,0,Khong,Co,31,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,the tin dung,20.1,589.25,Khong
4418-LZMSV,Nam,0,Co,Co,13,Co,Khong,DSL,Khong,Co,Co,Co,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,61.8,750.1,Khong
5155-AZQPB,Nu,0,Co,Co,28,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,49.9,1410.25,Khong
8861-HGGKB,Nu,0,Khong,Khong,10,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Co,hang thang,Khong,Sec dien tu,86.45,830.85,Co
1087-GRUYI,Nam,0,Co,Khong,38,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,chuyen khoang ngan hang,20.4,743.5,Khong
7065-YUNRY,Nu,0,Khong,Khong,1,Co,Khong,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,45.3,45.3,Co
7694-VLBWQ,Nam,0,Co,Khong,67,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Co,hang nam,Khong,Sec dien tu,104.1,7040.85,Co
2546-KZAAT,Nam,0,Co,Khong,52,Co,Khong,DSL,Co,Co,Khong,Khong,Co,Co,hang nam,Co,Sec buu dien,75.4,3865.45,Khong
0181-RITDD,Nam,0,Co,Co,62,Co,Khong,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Khong,Sec buu dien,108.15,6825.65,Khong
5989-PGKJB,Nu,0,Khong,Khong,16,Co,Khong,Cap quang,Khong,Co,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,86.25,1340.1,Khong
4795-KTRTH,Nu,1,Co,Khong,5,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,81,371.65,Co
8272-ONJLV,Nam,0,Khong,Khong,12,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang nam,Khong,Sec dien tu,95.7,1184,Khong
1488-PBLJN,Nu,0,Co,Co,72,Co,Co,Cap quang,Co,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,116.85,8477.7,Khong
0308-GIQJT,Nam,1,Khong,Khong,71,Co,Co,Cap quang,Khong,Co,Khong,Co,Co,Co,hang nam,Khong,chuyen khoang ngan hang,105.75,7382.85,Khong
3778-FOAQW,Nu,0,Co,Khong,24,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,20.15,456.85,Khong
4452-ROHMO,Nu,0,Khong,Khong,15,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.6,331.6,Khong
6481-OGDOO,Nam,0,Co,Khong,67,Co,Khong,Cap quang,Co,Co,Khong,Khong,Khong,Co,hang nam,Co,the tin dung,90.6,6056.15,Co
3090-LETTY,Nam,0,Khong,Co,2,Co,Co,DSL,Co,Co,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,60.95,134.6,Khong
5349-AZPEW,Nu,0,Co,Co,5,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,25.05,125.5,Khong
3753-TSEMP,Nu,0,Co,Khong,15,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Khong,Sec dien tu,88.15,1390.6,Co
8305-VHZBZ,Nam,0,Khong,Khong,1,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang thang,Co,Sec buu dien,20.2,20.2,Co
9720-JJJOR,Nam,0,Co,Co,41,Co,Khong,DSL,Co,Co,Co,Khong,Khong,Khong,hang nam,Co,chuyen khoang ngan hang,60.3,2511.3,Khong
8100-HZZLJ,Nu,0,Khong,Co,43,Co,Khong,DSL,Co,Co,Khong,Khong,Khong,Co,hang thang,Co,Sec dien tu,63.95,2737.05,Khong
8775-ERLNB,Nam,1,Co,Khong,1,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,74.3,74.3,Khong
8309-IEYJD,Nu,1,Khong,Khong,1,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec buu dien,70.6,70.6,Khong
9172-JITSM,Nu,0,Co,Co,26,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Co,Co,hang thang,Co,Sec dien tu,90.8,2361.8,Co
6298-QDFNH,Nam,0,Khong,Khong,22,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,79.35,1730.35,Co
7398-HPYZQ,Nam,0,Co,Khong,71,Co,Co,DSL,Co,Co,Co,Co,Co,Co,hai nam,Khong,chuyen khoang ngan hang,90.55,6404,Khong
3546-GHEAE,Nam,0,Khong,Khong,7,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.45,165.35,Khong
7361-YPXFS,Nu,1,Khong,Khong,28,Co,Co,DSL,Khong,Co,Co,Co,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,64.45,1867.6,Khong
6557-BZXLQ,Nam,1,Khong,Khong,16,Co,Khong,Cap quang,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,69.65,1043.3,Khong
2550-QHZGP,Nam,0,Khong,Khong,7,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,Sec buu dien,19.5,128.6,Khong
7519-JTWQH,Nu,0,Khong,Khong,69,Co,Co,Cap quang,Khong,Co,Co,Co,Co,Co,hai nam,Co,chuyen khoang ngan hang,110.5,7455.45,Khong
2538-OIMXF,Nu,0,Khong,Co,1,Khong,khong co dich vu dien thoai,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Khong,Sec buu dien,24.7,24.7,Khong
8543-MSDMF,Nam,0,Khong,Khong,3,Co,Khong,DSL,Co,Khong,Co,Khong,Co,Co,hang thang,Co,Sec dien tu,77.4,206.15,Khong
9961-JBNMK,Nam,1,Khong,Khong,21,Co,Khong,Cap quang,Khong,Khong,Co,Khong,Co,Co,hang thang,Co,chuyen khoang ngan hang,96.8,2030.3,Co
1170-SASML,Nu,0,Co,Khong,69,Co,Co,Cap quang,Khong,Co,Co,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,85.4,5869.4,Khong
4872-JCVCA,Nu,0,Co,Khong,71,Khong,khong co dich vu dien thoai,DSL,Co,Co,Co,Co,Khong,Khong,hai nam,Co,chuyen khoang ngan hang,47.6,3377.8,Khong
5346-BZCHP,Nu,0,Co,Co,69,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Khong,Sec buu dien,19.4,1346.2,Khong
2038-LLMLM,Nu,0,Khong,Khong,48,Co,Co,Cap quang,Khong,Khong,Co,Co,Co,Co,hang thang,Co,Sec dien tu,103.85,4946.05,Khong
6173-ITPWD,Nam,0,Co,Khong,47,Co,Co,Cap quang,Khong,Co,Co,Khong,Khong,Khong,hang thang,Co,chuyen khoang ngan hang,83.35,4065,Co
9734-UYXQI,Nu,0,Khong,Khong,2,Co,Co,DSL,Khong,Khong,Khong,Khong,Khong,Khong,hang thang,Co,Sec dien tu,49.4,106.55,Co
1216-BGTSP,Nam,0,Khong,Khong,45,Co,Co,Cap quang,Co,Khong,Co,Co,Co,Co,hang thang,Co,the tin dung,108.45,4964.7,Khong
4138-NAXED,Nam,0,Khong,Khong,51,Co,Co,Cap quang,Khong,Co,Khong,Khong,Khong,Khong,hang thang,Khong,chuyen khoang ngan hang,81,4085.75,Khong
2189-UXTKY,Nu,0,Co,Khong,22,Co,Co,DSL,Co,Khong,Khong,Co,Co,Co,hang thang,Co,Sec dien tu,79.2,1742.75,Co
0744-BIKKF,Nam,0,Khong,Khong,72,Co,Co,DSL,Co,Co,Co,Co,Co,Co,hai nam,Khong,chuyen khoang ngan hang,86.65,6224.8,Khong
7483-IQWIB,Nam,0,Co,Co,37,Co,Co,Cap quang,Khong,Co,Co,Khong,Co,Khong,hang thang,Co,Sec dien tu,92.95,3415.25,Khong
5248-KWLAR,Nam,0,Co,Co,71,Co,Co,DSL,Co,Co,Co,Co,Co,Co,hai nam,Khong,Sec dien tu,90.35,6325.25,Khong
4958-GZWIY,Nam,0,Co,Co,7,Co,Khong,DSL,Khong,Khong,Co,Khong,Khong,Khong,hang thang,Khong,Sec dien tu,48.7,340.25,Co
7996-MHXLW,Nu,0,Khong,Khong,66,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,the tin dung,25.15,1683.6,Khong
7833-PKIHD,Nam,0,Co,Co,51,Co,Khong,DSL,Co,Khong,Khong,Co,Co,Co,hang nam,Co,chuyen khoang ngan hang,76.4,3966.3,Khong
7061-OVMIM,Nu,0,Co,Co,30,Co,Khong,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hang nam,Khong,chuyen khoang ngan hang,19.55,608.5,Khong
5153-RTHKF,Nu,0,Khong,Khong,34,Co,Co,Cap quang,Khong,Khong,Khong,Khong,Co,Khong,hang thang,Khong,Sec dien tu,85.35,2896.6,Khong
1852-QSWCD,Nam,0,Co,Co,64,Co,Co,Khong,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,khong dang ky internet,hai nam,Co,Sec buu dien,24.8,1514.85,Khong
